"","combineId","playerId","combineYear","combinePosition","combineHeight","combineWeight","nameFirst","nameLast","nameFull","position","collegeId","nflId","college","heightInches","weight","dob","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone"
"2347",16692,20080609,2008,"DE",74,249,"Chase","Ortiz","Chase Ortiz","LB",76109,"2019","Texas Christian",74,255,"1985-05-22",22.9452054794521,4.91,29.5,24,4.23,108,7.03
"2349",16694,20080530,2008,"FS",71.25,192,"D.J.","Parker","D.J. Parker","S",24061,"780","Virginia Tech",71,195,"1985-04-18",23.0383561643836,4.63,29,19,4.44,111,6.94
"2350",16695,20080176,2008,"RB",71.5,224,"Jalen","Parmele","Jalen Parmele","RB",43606,"2643","Toledo",71,225,"1985-12-30",22.3369863013699,4.55,34,19,4.29,125,6.96
"2351",16696,20080031,2008,"FS",74.25,212,"Kenny","Phillips","Kenny Phillips","S",33124,"1375","Miami (FL)",74,217,"1986-11-24",21.4356164383562,4.52,32.5,19,4.27,121,6.97
"2352",16697,20080059,2008,"C",75.5,301,"Mike","Pollak","Mike Pollak","OG",85287,"294","Arizona State",75,300,"1985-02-16",23.2054794520548,5.05,25,29,4.47,110,7.49
"2353",16698,20080405,2008,"OT",79.5,312,"Tyler","Polumbus","Tyler Polumbus","OT",80309,"836","Colorado",80,308,"1985-04-10",23.0602739726027,5.35,26,24,4.86,112,7.71
"2354",16699,20080040,2008,"CB",70.88,188,"Tracy","Porter","Tracy Porter","DB",47405,"2507471","Indiana",71,200,"1986-08-11",21.7232876712329,4.49,34,18,4.07,123,7.2
"2355",16700,20080148,2008,"DT",74,292,"Carlton","Powell","Carlton Powell","DT",24061,"296","Virginia Tech",75,312,"1985-08-14",22.7150684931507,5.13,22.5,23,4.87,108,7.78
"2357",16702,20080039,2008,"OG",77,315,"Chilo","Rachal","Chilo Rachal","OG",90089,"782","USC",77,323,"1986-03-15",22.1315068493151,5.26,25.5,28,5.14,108,8.01
"2358",16703,20080506,2008,"OG",76.5,301,"Drew","Radovich","Drew Radovich","OT",90089,"298","USC",77,305,"1985-06-20",22.8657534246575,5.38,23,21,4.53,108,7.47
"2359",16704,20080507,2008,"WR",69.25,201,"Darius","Reynaud","Darius Reynaud","WR",26506,"784","West Virginia",69,208,"1984-12-29",23.3397260273973,4.52,34.5,20,4.32,130,6.88
"2360",16705,20080055,2008,"RB",68,199,"Ray","Rice","Ray Rice","RB",7102,"941","Rutgers",68,212,"1987-01-22",21.2739726027397,4.46,31.5,23,4.2,119,6.65
"2361",16706,20080236,2008,"C",76.75,295,"Jamey","Richard","Jamey Richard","C",14260,"1266","Buffalo",77,295,"1984-10-09",23.5616438356164,5.27,26.5,22,4.69,107,7.58
"2362",16707,20080170,2008,"OT",78.63,320,"Barry","Richardson","Barry Richardson","OT",29631,"838","Clemson",78,319,"1986-05-15",21.9643835616438,5.49,25.5,24,5.16,100,8
"2364",16709,20080096,2008,"OG",77,320,"Chad","Rinehart","Chad Rinehart","OG",50701,"300","Northern Iowa",77,321,"1985-05-04",22.9945205479452,5.51,28.5,26,4.56,106,7.84
"2366",16711,20080639,2008,"FS",72.38,210,"David","Roach","David Roach","S",76109,"2303","Texas Christian",74,216,"1985-08-09",22.7287671232877,4.56,38,16,4.15,123,6.88
"2369",16714,20080016,2008,"CB",73.5,184,"Dominique","Rodgers-Cromartie","Dominique Rodgers-Cromartie","DB",37209,"306","Tennessee State",74,203,"1986-04-07",22.0684931506849,4.36,38.5,17,4.17,131,6.74
"2370",16715,20080042,2008,"WR",69.63,184,"Eddie","Royal","Eddie Royal","WR",24061,"1990","Virginia Tech",70,190,"1986-05-21",21.9479452054795,4.46,36,24,4.34,124,7.07
"2371",16716,20080190,2008,"DT",74.75,315,"Ahtyba","Rubin","Ahtyba Rubin","DT",50011,"1344","Iowa State",74,310,"1986-07-25",21.7698630136986,5.26,28,35,5,106,8.05
"2373",16718,20080196,2008,"TE",75.5,250,"Tom","Santi","Tom Santi","TE",22904,"1076","Virginia",75,250,"1985-11-22",22.441095890411,4.81,36,14,4.27,121,7.08
"2379",16724,20080125,2008,"WR",72.75,194,"Arman","Shields","Arman Shields","WR",23173,"2706","Richmond",73,195,"1985-07-10",22.8109589041096,4.4,37.5,19,3.96,128,6.67
"2385",16730,20080080,2008,"OLB",74.38,231,"Bryan","Smith","Bryan Smith","DE",70607,"2710","McNeese State (LA)",74,250,"1983-11-29",24.4246575342466,4.76,32.5,17,4.4,120,7.22
"2386",16731,20080439,2008,"DE",73.5,264,"Dorian","Smith","Dorian Smith","DE",97331,"2311","Oregon State",73,259,"1985-08-19",22.7013698630137,5.07,27.5,24,4.73,105,7.52
"2388",16733,20080106,2008,"WR",73.38,221,"Marcus","Smith","Marcus Smith","WR",87131,"2507479","New Mexico",73,220,"1985-01-11",23.3041095890411,4.59,26.5,20,4.42,111,7.1
"2390",16735,20080569,2008,"WR",72.38,187,"Taj","Smith","Taj Smith","WR",13244,"2712","Syracuse",72,192,"1983-09-30",24.5890410958904,4.64,35,35,4.5,119,7.15
"2392",16737,20080085,2008,"TE",75.25,254,"Craig","Stevens","Craig Stevens","TE",94720,"1992","California",75,263,"1984-09-01",23.6657534246575,4.67,27.5,27,4.31,114,7.07
"2393",16738,20080462,2008,"FB",73,230,"Carl","Stewart","Carl Stewart","FB",36849,"1377","Auburn",73,229,"1985-05-30",22.9232876712329,4.7,39,30,4.5,134,7.12
"2394",16739,20080013,2008,"RB",70.25,235,"Jonathan","Stewart","Jonathan Stewart","RB",97403,"949","Oregon",70,240,"1987-03-21",21.1150684931507,4.48,36.5,28,4.53,128,7.44
"2395",16740,20080416,2008,"TE",76,268,"Darrell","Strong","Darrell Strong","TE",15260,"1078","Pittsburgh",77,265,"1986-05-21",21.9479452054795,4.81,25,17,4.36,110,6.86
"2396",16741,20080187,2008,"C",75.5,301,"John","Sullivan","John Sullivan","C",46556,"2507491","Notre Dame",76,310,"1985-08-08",22.7315068493151,5.4,30,21,4.55,103,7.62
"2400",16745,20080020,2008,"CB",72.75,202,"Aqib","Talib","Aqib Talib","DB",66045,"1302","Kansas",73,205,"1986-02-13",22.213698630137,4.5,38,10,4.22,131,6.82
"2401",16746,20080127,2008,"TE",75.5,236,"Jacob","Tamme","Jacob Tamme","TE",40506,"324","Kentucky",75,230,"1985-03-15",23.1315068493151,4.61,30,18,4.27,109,6.99
"2404",16749,20080195,2008,"OG",75.38,303,"Donald","Thomas","Donald Thomas","OG",6269,"844","Connecticut",76,306,"1985-09-25",22.6,5.08,24.5,28,4.78,100,7.45
"2407",16752,20080102,2008,"DE",76.4,264,"Jeremy","Thompson","Jeremy Thompson","DE",27106,"2317","Wake Forest",76,260,"1985-10-09",22.5616438356164,4.77,32,25,4.23,117,6.97
"2410",16755,20080124,2008,"CB",69.13,190,"Justin","Tryon","Justin Tryon","DB",85287,"2321","Arizona State",69,180,"1984-05-29",23.9260273972603,4.54,32.5,21,4.28,119,7.41
"2411",16756,20080246,2008,"WR",77.38,232,"Mario","Urrutia","Mario Urrutia","WR",40292,"2331","Louisville",78,232,"1986-01-18",22.2849315068493,4.63,30,16,4.44,115,7.07
"2413",16758,20080107,2008,"C",76.3,296,"Cody","Wallace","Cody Wallace","C",77843,"1270","Texas A&M",76,296,"1984-11-26",23.4301369863014,5.32,30.5,26,4.55,113,7.45
"2414",16759,20080644,2008,"FS",72.9,211,"Nehemiah","Warrick","Nehemiah Warrick","S",48824,"2716","Michigan State",73,208,"1985-06-25",22.8520547945205,4.58,29.5,16,4.09,119,6.98
"2416",16761,20080062,2008,"CB",69.63,187,"Terrence","Wheatley","Terrence Wheatley","DB",80309,"328","Colorado",69,185,"1985-05-05",22.9917808219178,4.43,36.5,17,4.17,128,6.74
"2417",16762,20080093,2008,"ILB",73.88,248,"Philip","Wheeler","Philip Wheeler","LB",30332,"330","Georgia Tech",74,245,"1984-12-12",23.386301369863,4.82,31,24,4.29,118,7.11
"2419",16764,20080014,2008,"OT",78,315,"Chris","Williams","Chris Williams","OL",37240,"2507466","Vanderbilt",78,326,"1985-08-26",22.6821917808219,5.15,25,21,4.85,103,7.95
"2428",16773,20080083,2008,"OT",75.4,303,"Jeremy","Zuttah","Jeremy Zuttah","OG",7102,"846","Rutgers",76,300,"1986-06-01",21.9178082191781,5.07,26.5,35,4.54,107,7.59
"2430",16775,20090086,2009,"CB",69.5,194,"Asher","Allen","Asher Allen","DB",30602,"80626","Georgia",69,194,"1988-01-22",21.2712328767123,4.48,35,22,4.3,115,6.93
"2431",16776,20090118,2009,"ILB",72,232,"Stanley","Arnoux","Stanley Arnoux","LB",27106,"79838","Wake Forest",72,232,"1986-09-09",22.641095890411,4.56,31.5,19,4.39,121,7.22
"2432",16777,20090018,2009,"DE",75.13,272,"Robert","Ayers","Robert Ayers","DE",37998,"71193","Tennessee",75,275,"1985-09-06",23.6493150684932,4.77,29.5,18,4.51,102,7.56
"2433",16778,20090408,2009,"DT",74,326,"Chris","Baker","Chris Baker","DL",23669,"2507557","Hampton (VA)",74,320,"1987-10-08",21.5616438356164,4.94,35.5,24,4.9,106,8.06
"2436",16781,20090046,2009,"OLB",75.63,256,"Connor","Barwin","Connor Barwin","DE",45221,"71197","Cincinnati",76,255,"1986-10-15",22.5424657534247,4.59,40.5,21,4.18,128,6.87
"2437",16782,20090060,2009,"OT",78,307,"Will","Beatty","Will Beatty","OT",6269,"2507782","Connecticut",78,319,"1985-03-02",24.1643835616438,5.06,33.5,27,4.77,107,7.62
"2439",16784,20090595,2009,"ILB",73,234,"Darry","Beckwith","Darry Beckwith","LB",70803,"71203","Louisiana State",72,242,"1987-05-15",21.9616438356164,4.75,26.5,23,4.5,110,7.39
"2441",16786,20090466,2009,"RB",70.75,212,"Kahlil","Bell","Kahlil Bell","RB",90095,"80630","UCLA",71,219,"1986-12-10",22.3890410958904,4.74,34.5,15,4.2,114,6.87
"2446",16791,20090609,2009,"OT",79.25,328,"Alex","Boone","Alex Boone","OG",43210,"71211","Ohio State",80,310,"1987-05-04",21.9917808219178,5.16,27.5,33,4.69,103,7.83
"2447",16792,20090040,2009,"DT",75,330,"Ron","Brace","Ron Brace","DT",2459,"79535","Boston",75,330,"1986-12-18",22.3671232876712,5.48,28,32,4.73,99,8.15
"2450",16795,20090075,2009,"OT",76.13,325,"Robert","Brewster","Robert Brewster","OT",47306,"79539","Ball State (IN)",76,320,"1986-07-30",22.7534246575342,5.29,30.5,23,4.75,98,7.68
"2451",16796,20090619,2009,"OG",76.25,321,"Travis","Bright","Travis Bright","OG",84602,"71215","BYU",76,321,"1983-01-05",26.3205479452055,5.26,35.5,34,4.72,108,7.75
"2452",16797,20090150,2009,"ILB",73.63,252,"Jasper","Brinkley","Jasper Brinkley","LB",29208,"79840","South Carolina",73,252,"1985-07-12",23.8027397260274,4.67,35.5,26,4.32,114,7.03
"2454",16799,20090039,2009,"OT",78,309,"Eben","Britton","Eben Britton","OT",85721,"71219","Arizona",78,308,"1987-10-14",21.5452054794521,5.14,28.5,24,4.91,100,7.87
"2456",16801,20090129,2009,"RB",72.13,224,"Andre","Brown","Andre Brown","RB",27607,"2507790","NC State",72,227,"1986-12-15",22.3753424657534,4.37,37,24,4.33,115,7.35
"2457",16802,20090063,2009,"OLB",74.13,244,"Cody","Brown","Cody Brown","DE",6269,"80632","Connecticut",75,252,"1986-11-09",22.4739726027397,4.76,36.5,26,4.4,120,7.1
"2459",16804,20090043,2009,"DE",73.5,256,"Everette","Brown","Everette Brown","DE",32306,"71227","Florida State",73,263,"1987-08-07",21.7315068493151,4.65,31.5,26,4.53,114,7.55
"2462",16807,20090114,2009,"FS",74,219,"David","Bruton","David Bruton","S",46556,"79545","Notre Dame",74,217,"1987-07-23",21.772602739726,4.4,41.5,19,4.28,132,6.6
"2463",16808,20090168,2009,"CB",69.38,192,"Joe","Burnett","Joe Burnett","DB",32816,"79547","Central Florida",70,184,"1986-11-28",22.4219178082192,4.58,35.5,22,4.25,118,6.68
"2465",16810,20090091,2009,"WR",70.38,182,"Deon","Butler","Deon Butler","WR",16802,"71233","Penn State",70,182,"1986-01-04",23.3205479452055,4.31,34.5,12,4.48,118,7.01
"2466",16811,20090110,2009,"OLB",74.25,248,"Victor","Butler","Victor Butler","LB",97331,"80725","Oregon State",74,245,"1987-07-29",21.7561643835616,4.76,33,24,4.4,113,7.21
"2468",16813,20090561,2009,"OT",77.13,309,"Gerald","Cadogan","Gerald Cadogan","OT",16802,"71237","Penn State",77,310,"1986-01-16",23.2876712328767,4.99,25,26,4.8,95,8.05
"2469",16814,20090077,2009,"C",75.25,309,"Antoine","Caldwell","Antoine Caldwell","OG",35487,"71239","Alabama",75,315,"1986-04-19",23.0328767123288,5.24,28,23,5.04,111,7.96
"2473",16818,20090152,2009,"FB",75,246,"James","Casey","James Casey","FB",77005,"71247","Rice",75,240,"1984-09-22",24.6054794520548,4.74,36,28,4.48,111,7
"2477",16822,20090165,2009,"FS",72.13,208,"Chris","Clemons","Chris Clemons","S",29631,"2507791","Clemson",73,215,"1985-09-15",23.6246575342466,4.33,37.5,19,4.38,127,7.27
"2478",16823,20090074,2009,"RB",72.13,209,"Glen","Coffee","Glen Coffee","RB",35487,"79549","Alabama",72,209,"1987-05-01",22,4.5,36,24,4.51,121,7.35
"2479",16824,20090127,2009,"WR",72.88,200,"Austin","Collie","Austin Collie","WR",84602,"81282","BYU",72,204,"1985-11-11",23.4684931506849,4.56,34,17,4.24,120,6.78
"2483",16828,20090467,2009,"C",73.88,291,"Jon","Cooper","Jon Cooper","C",73019,"71267","Oklahoma",74,291,"1986-10-01",22.5808219178082,5.09,29.5,31,4.6,105,7.46
"2485",16830,20090004,2009,"OLB",73.75,254,"Aaron","Curry","Aaron Curry","LB",27106,"79842","Wake Forest",74,255,"1986-04-06",23.0684931506849,4.52,37,25,4.51,124,7.15
"2486",16831,20090015,2009,"OLB",74.88,243,"Brian","Cushing","Brian Cushing","LB",90089,"80421","USC",75,250,"1987-01-24",22.2657534246575,4.64,35,30,4.22,120,6.84
"2488",16833,20090565,2009,"OG",74,308,"C.J.","Davis","C.J. Davis","OG",15260,"71273","Pittsburgh",74,308,"1987-02-02",22.241095890411,5.51,25.5,21,4.93,88,8.09
"2489",16834,20090195,2009,"RB",71,218,"James","Davis","James Davis","RB",29631,"2507796","Clemson",71,218,"1986-01-01",23.3287671232877,4.55,32,17,4.37,109,7.15
"2492",16837,20090025,2009,"CB",71.13,203,"Vontae","Davis","Vontae Davis","DB",61801,"79901","Illinois",71,207,"1988-05-27",20.9260273972603,4.4,36,25,4.07,125,6.75
"2493",16838,20090204,2009,"DE",74.13,261,"Will","Davis","Will Davis","LB",61801,"71277","Illinois",74,257,"1986-06-02",22.9123287671233,4.84,33,27,4.45,115,7.38
"2494",16839,20090033,2009,"FS",71.38,202,"Louis","Delmas","Louis Delmas","S",49008,"71279","Western Michigan",71,208,"1987-04-12",22.0520547945205,4.52,37,12,4.17,126,6.67
"2495",16840,20090144,2009,"WR",70.25,191,"Jarett","Dillard","Jarett Dillard","WR",77005,"71281","Rice",71,190,"1985-12-21",23.358904109589,4.52,42.5,13,4.41,129,7.1
"2496",16841,20090149,2009,"TE",75.75,256,"Davon","Drew","Davon Drew","TE",27858,"71287","East Carolina (NC)",76,260,"1985-12-09",23.3917808219178,4.78,29.5,17,4.56,113,7.28
"2498",16843,20090612,2009,"DE",77.75,276,"Pannel","Egboh","Pannel Egboh","DE",94305,"71289","Stanford",78,277,"1986-03-23",23.1068493150685,4.9,31.5,26,4.4,116,7.24
"2500",16845,20090016,2009,"OLB",74.13,255,"Larry","English","Larry English","LB",60115,"80423","Northern Illinois",74,255,"1986-01-22",23.2712328767123,4.82,36,24,4.38,107,7.26
"2501",16846,20090656,2009,"DE",73.5,274,"Maurice","Evans","Maurice Evans","DE",16802,"81286","Penn State",74,265,"1988-08-14",20.7095890410959,5,29,17,4.57,107,7.32
"2506",16851,20090718,2009,"C",75.25,302,"Robby","Felix","Robby Felix","C",79968,"71297","Texas-El Paso",75,295,"1986-06-03",22.9095890410959,5.2,29,33,4.73,97,7.96
"2507",16852,20090128,2009,"FB",72.13,245,"Tony","Fiammetta","Tony Fiammetta","FB",13244,"71299","Syracuse",72,250,"1986-08-22",22.6904109589041,4.58,34,30,4.49,112,7.31
"2509",16854,20090066,2009,"CB",72.38,196,"Bradley","Fletcher","Bradley Fletcher","DB",52242,"80636","Iowa",72,200,"1986-06-25",22.8493150684932,4.47,38.5,20,4.29,122,7.04
"2510",16855,20090230,2009,"OLB",73.13,233,"Moise","Fokou","Moise Fokou","LB",20740,"80638","Maryland",73,243,"1985-08-28",23.6739726027397,4.65,31,12,4.28,121,7.09
"2514",16859,20090450,2009,"OT",77.13,328,"Ramon","Foster","Ramon Foster","OT",37998,"81821","Tennessee",77,328,"1986-01-07",23.3123287671233,5.57,26,20,4.98,92,7.96
"2515",16860,20090191,2009,"CB",72.38,185,"Coye","Francies","Coye Francies","DB",95192,"79903","San Jose State",72,185,"1986-11-15",22.4575342465753,4.63,36,24,4.24,123,6.81
"2518",16863,20090154,2009,"OLB",72.63,239,"Marcus","Freeman","Marcus Freeman","LB",43210,"2507766","Ohio State",73,240,"1986-01-10",23.3041095890411,4.65,37,30,4.12,113,6.98
"2519",16864,20090155,2009,"OT",76.25,302,"Xavier","Fulton","Xavier Fulton","OT",61801,"71307","Illinois",77,301,"1986-04-18",23.0356164383562,5.01,31,27,4.56,111,7.35
"2520",16865,20090676,2009,"OG",74.25,307,"Juan","Garcia","Juan Garcia","C",98195,"81823","Washington",75,294,"1984-04-24",25.0191780821918,5.42,25,34,4.87,93,8
"2521",16866,20090599,2009,"OG",75.88,308,"Dan","Gay","Dan Gay","OT",76706,"81825","Baylor",76,303,"1986-08-29",22.6712328767123,5.5,22.5,18,5.42,86,8.67
"2522",16867,20090068,2009,"DE",77.25,288,"Jarron","Gilbert","Jarron Gilbert","DT",95192,"79559","San Jose State",77,289,"1986-09-30",22.5835616438356,4.81,35.5,28,4.56,119,7.7
"2524",16869,20090111,2009,"RB",71.88,208,"Mike","Goodson","Mike Goodson","RB",77843,"80644","Texas A&M",72,210,"1987-05-23",21.9397260273973,4.46,39.5,14,4.22,118,6.89
"2525",16870,20090536,2009,"DT",73.38,298,"Adrian","Grady","Adrian Grady","DT",40292,"79561","Louisville",73,290,"1985-11-21",23.441095890411,5.19,32,31,4.72,105,7.68
"2527",16872,20090245,2009,"SS",72.25,212,"Courtney","Greene","Courtney Greene","S",7102,"71319","Rutgers",72,215,"1986-11-23",22.4356164383562,4.55,34.5,21,4.16,116,7.35
"2528",16873,20090065,2009,"RB",70.5,227,"Shonn","Greene","Shonn Greene","RB",52242,"79563","Iowa",71,233,"1985-08-21",23.6931506849315,4.62,37,19,4.4,121,7.1
"2529",16874,20090255,2009,"TE",77.5,255,"Dan","Gronkowski","Dan Gronkowski","TE",20740,"81829","Maryland",77,255,"1985-01-21",24.2739726027397,4.79,33,26,4.26,122,6.92
"2530",16875,20090166,2009,"SS",74,214,"Michael","Hamlin","Michael Hamlin","S",29631,"2507792","Clemson",74,213,"1985-11-21",23.441095890411,4.57,37.5,17,4.42,117,7.14
"2534",16879,20090147,2009,"OLB",74.38,234,"Nic","Harris","Nic Harris","LB",73019,"71323","Oklahoma",74,232,"1986-10-06",22.5671232876712,4.86,31.5,15,4.37,109,7.05
"2535",16880,20090205,2009,"DT",75.75,298,"Ra'Shon","Harris","Ra'Shon Harris","DT",97403,"79567","Oregon",77,300,"1986-08-26",22.6794520547945,4.99,25.5,28,4.87,106,8.18
"2540",16885,20090007,2009,"WR",73.63,210,"Darrius","Heyward-Bey","Darrius Heyward-Bey","WR",20740,"80427","Maryland",74,210,"1987-02-26",22.1753424657534,4.25,38.5,16,4.18,126,6.8
"2541",16886,20090122,2009,"TE",77,262,"Anthony","Hill","Anthony Hill","TE",27607,"71329","NC State",78,278,"1985-01-02",24.3260273972603,4.84,30.5,21,4.56,107,7.31
"2542",16887,20090115,2009,"DT",75.88,329,"Sammie Lee","Hill","Sammie Lee Hill","DT",35403,"79571","Stillman (AL)",76,328,"1986-11-08",22.4767123287671,5.12,28,27,4.97,109,7.89
"2543",16888,20090197,2009,"OLB",71.63,234,"Stephen","Hodge","Stephen Hodge","LB",76109,"71331","Texas Christian",72,238,"1987-07-17",21.7890410958904,4.59,35,22,4.34,115,7.21
"2545",16890,20090430,2009,"FS",72,206,"Lendy","Holmes","Lendy Holmes","S",73019,"79573","Oklahoma",73,215,"1985-10-26",23.5123287671233,4.69,32,16,4.32,112,7.28
"2546",16891,20090032,2009,"DT",74.88,300,"Evander","Hood","Evander Hood","DT",65211,"79575","Missouri",75,305,"1987-02-16",22.2027397260274,4.83,33,34,4.55,108,7.5
"2548",16893,20090148,2009,"CB",70.5,182,"Brandon","Hughes","Brandon Hughes","DB",97331,"80727","Oregon State",71,185,"1986-05-23",22.9397260273973,4.4,36.5,8,4.23,128,6.9
"2551",16896,20090093,2009,"DT",75,301,"Corvey","Irvin","Corvey Irvin","DT",30602,"79579","Georgia",74,295,"1985-05-03",23.9945205479452,4.96,24.5,24,4.73,97,7.44
"2552",16897,20090623,2009,"OG",75.5,325,"Greg","Isdaner","Greg Isdaner","OG",26506,"79581","West Virginia",76,325,"1987-02-25",22.1780821917808,5.42,27,24,5.07,92,7.96
"2553",16898,20090569,2009,"ILB",73.5,248,"Mortty","Ivy","Mortty Ivy","LB",26506,"71339","West Virginia",73,239,"1986-04-26",23.013698630137,4.88,25.5,18,4.75,104,7.35
"2555",16900,20090639,2009,"DE",74.5,256,"Tim","Jamison","Tim Jamison","DE",48109,"71343","Michigan",75,287,"1986-02-26",23.1753424657534,5.07,30,21,4.6,107,7.56
"2556",16901,20090014,2009,"CB",72.13,204,"Malcolm","Jenkins","Malcolm Jenkins","S",43210,"79848","Ohio State",72,204,"1987-12-20",21.3616438356164,4.51,33,15,4.08,124,6.59
"2557",16902,20090250,2009,"RB",73,231,"Rashad","Jennings","Rashad Jennings","RB",24502,"71345","Liberty (VA)",73,231,"1985-03-26",24.0986301369863,4.59,34,29,4.2,120,6.86
"2558",16903,20090658,2009,"CB",69.5,170,"Bruce","Johnson","Bruce Johnson","DB",33124,"79587","Miami (FL)",71,182,"1987-12-18",21.3671232876712,4.49,34.5,6,4.05,125,6.71
"2559",16904,20090241,2009,"FB",73.5,260,"David","Johnson","David Johnson","TE",72401,"79589","Arkansas State",74,260,"1987-08-26",21.6794520547945,4.73,32.5,21,4.43,113,7.28
"2560",16905,20090414,2009,"CB",74,198,"Domonique","Johnson","Domonique Johnson","DB",39217,"2507560","Jackson State (MS)",73,191,"1985-11-07",23.4794520547945,4.5,32,7,4.3,116,7
"2563",16908,20090470,2009,"RB",71.25,212,"Ian","Johnson","Ian Johnson","RB",83725,"80654","Boise State",71,212,"1985-09-25",23.5972602739726,4.41,33,26,4.18,116,6.93
"2565",16910,20090070,2009,"DE",78.88,266,"Michael","Johnson","Michael Johnson","DE",30332,"2507784","Georgia Tech",79,280,"1987-02-07",22.227397260274,4.69,38.5,28,4.37,128,7.42
"2567",16912,20090095,2009,"FS",71.25,203,"Rashad","Johnson","Rashad Johnson","S",35487,"71353","Alabama",71,204,"1986-01-02",23.3260273972603,4.49,37,15,4.23,120,7.09
"2568",16913,20090701,2009,"WR",72.25,206,"Taurus","Johnson","Taurus Johnson","WR",33620,"81835","South Florida",73,205,"1986-04-13",23.0493150684932,4.49,35.5,18,4.24,121,7.37
"2569",16914,20090401,2009,"WR",76.5,204,"Aaron","Kelly","Aaron Kelly","WR",29631,"81837","Clemson",77,203,"1986-04-02",23.0794520547945,4.49,38,11,4.45,119,7.25
"2570",16915,20090472,2009,"OG",76.75,313,"Andy","Kemp","Andy Kemp","OG",53706,"71355","Wisconsin",77,315,"1987-03-12",22.1369863013699,5.48,25.5,23,4.86,91,7.86
"2571",16916,20090548,2009,"RB",72.25,216,"Anthony","Kimble","Anthony Kimble","RB",94305,"81839","Stanford",72,215,"1986-04-09",23.0602739726027,4.6,36,17,4.4,122,7.08
"2572",16917,20090439,2009,"DT",73.5,280,"Mitch","King","Mitch King","DT",52242,"71357","Iowa",74,280,"1986-05-05",22.9890410958904,4.83,33.5,23,4.58,109,7.6
"2575",16920,20090135,2009,"OT",77.38,309,"Troy","Kropog","Troy Kropog","OT",70118,"71359","Tulane",78,295,"1986-07-31",22.7506849315069,5.3,30,21,4.84,100,7.65
"2576",16921,20090057,2009,"DE",76.25,263,"Paul","Kruger","Paul Kruger","LB",84112,"80656","Utah",76,270,"1986-02-15",23.2054794520548,4.83,32.5,24,4.47,108,7.52
"2577",16922,20090035,2009,"ILB",73.88,244,"James","Laurinaitis","James Laurinaitis","LB",43210,"79850","Ohio State",74,248,"1986-12-03",22.4082191780822,4.76,33,22,4.24,115,6.93
"2584",16929,20090054,2009,"OT",79.75,332,"Phil","Loadholt","Phil Loadholt","OT",73019,"71369","Oklahoma",80,345,"1986-01-21",23.2739726027397,5.49,29,24,5.06,95,8.18
"2586",16931,20090106,2009,"C",75.63,301,"Jonathan","Luigs","Jonathan Luigs","C",72701,"71373","Arkansas",76,310,"1986-08-11",22.7205479452055,5.14,31,26,4.79,99,7.69
"2588",16933,20090067,2009,"DT",74.63,298,"Alex","Magee","Alex Magee","DT",47906,"79601","Purdue",75,298,"1987-04-28",22.0082191780822,5.03,29.5,30,4.55,103,7.52
"2590",16935,20090460,2009,"FB",71.75,248,"Marcus","Mailei","Marcus Mailei","FB",84408,"71377","Weber State (UT)",72,255,"1986-10-30",22.5013698630137,4.87,35,22,4.33,113,7.36
"2592",16937,20090550,2009,"DE",74.25,262,"Orion","Martin","Orion Martin","LB",24061,"80662","Virginia Tech",74,260,"1985-09-02",23.6602739726027,4.81,32,24,4.63,108,7.9
"2593",16938,20090059,2009,"CB",73,198,"Sherrod","Martin","Sherrod Martin","S",36082,"71383","Troy (AL)",73,200,"1984-10-12",24.5506849315069,4.43,36,12,3.98,123,6.6
"2595",16940,20090026,2009,"OLB",75.13,240,"Clay","Matthews","Clay Matthews","LB",90089,"80431","USC",75,255,"1986-05-14",22.9643835616438,4.62,35.5,23,4.18,121,6.9
"2597",16942,20090011,2009,"DE",75.75,249,"Aaron","Maybin","Aaron Maybin","DE",16802,"80433","Penn State",76,237,"1988-04-06",21.0657534246575,4.78,38,22,4.38,124,7.52
"2598",16943,20090048,2009,"FS",72.25,198,"Darcel","McBath","Darcel McBath","S",79415,"71391","Texas Tech",73,198,"1985-10-28",23.5068493150685,4.58,38,14,4.16,119,6.8
"2602",16947,20090146,2009,"ILB",72.88,244,"Scott","McKillop","Scott McKillop","LB",15260,"71395","Pittsburgh",74,243,"1986-03-04",23.158904109589,4.7,35.5,27,4.39,119,7
"2604",16949,20090130,2009,"ILB",73.88,231,"Gerald","McRath","Gerald McRath","LB",39406,"79854","Southern Miss",75,228,"1986-06-16",22.8739726027397,4.49,34,19,4.35,123,7.24
"2606",16951,20090162,2009,"OT",76.63,304,"Jamon","Meredith","Jamon Meredith","OG",29208,"71397","South Carolina",77,312,"1986-05-11",22.972602739726,4.99,28,31,4.82,105,8.01
"2607",16952,20091115,2009,"OG",75.13,327,"Maurice","Miller","Maurice Miller","OG",38677,"M001163","Mississippi",75,327,"1986-01-22",23.2712328767123,5.44,28.5,21,5.03,97,8.42
"2608",16953,20090081,2009,"DT",73.25,310,"Roy","Miller","Roy Miller","DT",78712,"79611","Texas",74,318,"1987-07-09",21.8109589041096,4.95,32,36,4.74,103,8.01
"2609",16954,20090614,2009,"DT",77,318,"Khalif","Mitchell","Khalif Mitchell","DT",27858,"79613","East Carolina (NC)",77,318,"1985-04-07",24.0657534246575,5.08,30,30,4.71,109,7.45
